College Code,College Name,Choice Code,Branch,Stage,Category,Cutoff Rank,Percentage,City
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,GOPEN,1432,91.37,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,GSC,2087,90.26,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,GSEBC,2895,89.21,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,LOPEN,1270,91.68,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,LST,7466,85.05,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,LOBC,1376,91.48,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100219110,Civil Engineering,,EWS,6296,85.95,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,GOPEN,658,93.21,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,GSC,2779,89.37,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,GST,27871,73.6,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,GOBC,1094,92.05,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,LOPEN,396,94.16,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,LSEBC,2806,89.31,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224210,Computer Science and Engineering,Stage-I,EWS,3001,89.09,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,GOPEN,1320,91.58,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,GST,33650,70.8,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,GSEBC,1794,90.74,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,LOPEN,1244,91.74,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,LSC,5634,86.51,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,LOBC,1512,91.2,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100224610,Information Technology,,EWS,3559,88.51,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,GOPEN,1390,91.44,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,GSC,2393,89.89,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,GNTA,4219,87.83,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,GOBC,1500,91.22,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,GSEBC,1716,90.89,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,LOPEN,2839,89.28,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,LST,13793,80.94,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100229310,Electrical Engineering,Stage-I,EWS,6107,86.11,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,GOPEN,1991,90.41,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,GSC,8926,84.0,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,GST,36099,69.59,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,GOBC,2793,89.35,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,LOPEN,2744,89.41,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,LOBC,4829,87.24,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,LSEBC,3299,88.76,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100237210,Electronics and Telecommunication Engg,Stage-I,EWS,195,95.26,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100246610,Instrumentation Engineering,,GOPEN,10385,83.06,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100246610,Instrumentation Engineering,,GOBC,11545,82.32,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100246610,Instrumentation Engineering,,GSEBC,11743,82.18,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100246610,Instrumentation Engineering,,LSC,35813,69.72,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,GOPEN,4135,87.89,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,GSC,5864,86.31,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,GST,29646,72.77,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,LOPEN,3247,88.82,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,LOBC,4775,87.28,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,LSEBC,22554,76.21,Amravati
1002,"Government College of Engineering, Amravati (Government Autonomous)",100261210,Mechanical Engineering,Stage-I,EWS,8960,84.0,Amravati
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",100550310,Food Technology,Stage-I,GOPEN,20584,77.18,Amravati
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",100550310,Food Technology,Stage-I,LOPEN,32141,71.54,Amravati
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",100552710,Petro Chemical Engineering,,GOPEN,21254,76.83,Amravati
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",100552710,Petro Chemical Engineering,,LOPEN,8451,84.33,Amravati
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GOPEN,6501,85.8,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GSC,13781,80.95,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GST,13512,81.11,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GNTB,14508,80.53,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GNTC,10232,83.16,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GOBC,8306,84.42,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,GSEBC,27526,73.74,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,LOPEN,6287,85.95,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,LOBC,13075,81.37,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,DEFR-OBC,16811,79.26,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101219110,Civil Engineering,Stage-I,EWS,14994,80.26,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,GOPEN,4118,87.89,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,GSC,6068,86.13,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,GOBC,4233,87.8,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,LOPEN,2342,89.94,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,LOBC,3622,88.46,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,LSEBC,2838,89.28,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101224510,Computer Engineering,Stage-I,EWS,6598,85.71,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,GOPEN,5218,86.89,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,GSC,5461,86.67,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,GOBC,5986,86.22,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,GSEBC,5219,86.89,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,LOPEN,5149,86.95,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,LST,20637,77.17,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,LOBC,9594,83.56,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101229310,Electrical Engineering,,EWS,16733,79.3,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,PWDR-OBC,27482,73.76,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,GOPEN,6981,85.41,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,GOBC,7516,85.0,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,LOPEN,6559,85.76,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,LSC,13998,80.82,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,LNTA,18513,78.29,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,LSEBC,13220,81.29,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101237210,Electronics and Telecommunication Engg,Stage-I,EWS,17947,78.59,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GOPEN,15915,79.74,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GSC,22435,76.26,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GST,31631,71.79,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GNTA,32356,71.44,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GNTB,21884,76.51,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GOBC,18876,78.1,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,GSEBC,30573,72.31,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,LOPEN,43531,65.03,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,LSC,47025,60.92,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,LNTC,35546,69.85,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,LNTD,7575,84.95,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,LOBC,43832,64.77,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,PWD-O,34541,71.0,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,DEF-O,34541,71.0,Yavatmal
1012,"Government College of Engineering,Yavatmal (Government)",101261210,Mechanical Engineering,Stage-I,EWS,34541,71.0,Yavatmal
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,GOPEN,2224,90.11,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,GSC,7509,85.0,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,GST,43392,65.15,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,GOBC,2732,89.42,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,LOPEN,1033,92.17,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,LNTB,6780,85.55,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,LSEBC,2648,89.54,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124210,Computer Science and Engineering,,EWS,8219,84.47,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,GOPEN,3506,88.56,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,GSC,9622,83.54,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,GOBC,3685,88.35,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,GSEBC,6457,85.83,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,LOPEN,3000,89.09,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,LST,3038,89.06,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,LOBC,11751,82.17,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110124610,Information Technology,Stage-I,EWS,8360,82.74,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,GOPEN,3717,88.33,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,GST,23935,75.5,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,GOBC,5674,86.5,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,GSEBC,17923,78.61,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,LOPEN,3236,88.83,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,LSC,19964,77.5,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110135610,Electrical Engg[Electronics and Power],Stage-II,EWS,14268,80.67,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,GOPEN,7338,85.13,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,GSC,12487,81.73,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,GNTA,31058,72.06,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,GOBC,7767,84.8,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,LOPEN,6759,85.58,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,LOBC,7525,85.0,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,LSEBC,28283,73.41,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110137210,Electronics and Telecommunication Engg,,EWS,20447,76.96,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,GOPEN,15995,79.69,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,GSC,20043,77.44,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,GNTB,27411,73.79,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,GOBC,16394,79.47,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,LOPEN,28772,73.18,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,LST,35439,69.9,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,LOBC,38372,68.36,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,LSEBC,34541,71.0,Shegaon
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",110161210,Mechanical Engineering,Stage-II,EWS,34541,71.0,Shegaon
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GOPEN,11002,82.68,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GSC,19097,77.95,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GST,34154,70.53,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GNTA,19085,77.95,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GNTC,33352,70.95,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GOBC,15827,79.79,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,GSEBC,23377,75.79,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,LOPEN,13634,81.05,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,LSC,27044,73.95,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,LOBC,14612,80.47,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,DEFR-OBC,45488,63.11,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110519110,Civil Engineering,Stage-II,EWS,47471,60.0,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,PWDR-OBC,46273,62.11,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,GOPEN,4959,87.12,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,GSC,14298,80.63,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,GNTB,9842,83.41,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,GNTD,22936,76.0,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,GOBC,5411,86.69,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,GSEBC,13850,80.91,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,LOPEN,3639,88.41,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,LSC,11234,82.51,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,LST,15024,80.25,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,LNTC,4529,87.53,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,LOBC,20211,77.37,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524210,Computer Science and Engineering,,EWS,18721,77.94,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,GOPEN,7327,85.14,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,GSC,17077,79.11,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,GNTC,14985,80.26,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,GOBC,7687,84.86,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,GSEBC,17126,79.09,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,LOPEN,6090,86.11,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,LNTA,22923,76.0,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,LOBC,7301,85.16,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110524610,Information Technology,Stage-II,EWS,25694,74.97,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526310,Artificial Intelligence (AI) and Data Science,Stage-I,GOPEN,7849,84.74,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526310,Artificial Intelligence (AI) and Data Science,Stage-I,GSC,12696,81.6,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526310,Artificial Intelligence (AI) and Data Science,Stage-I,LOPEN,7688,84.86,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526310,Artificial Intelligence (AI) and Data Science,Stage-I,LOBC,8833,84.06,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526310,Artificial Intelligence (AI) and Data Science,Stage-I,LSEBC,31027,72.06,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526310,Artificial Intelligence (AI) and Data Science,Stage-I,EWS,15120,79.63,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526510,Industrial IoT,,GOPEN,20788,77.09,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526510,Industrial IoT,,GOBC,25554,74.97,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526510,Industrial IoT,,LOPEN,15336,80.06,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110526510,Industrial IoT,,LSC,20258,76.84,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,GOPEN,10410,83.05,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,GSC,23369,75.79,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,GST,31597,71.82,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,GNTC,37130,69.06,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,GOBC,13916,80.88,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,LOPEN,8784,84.11,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,LNTB,13304,81.24,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,LOBC,12431,81.76,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,LSEBC,20483,77.24,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110537210,Electronics and Telecommunication Engg,Stage-II,EWS,20447,76.96,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110561210,Mechanical Engineering,Stage-II,GOPEN,21975,76.47,Amravati
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",110561210,Mechanical Engineering,Stage-II,GSC,31528,71.84,Amravati
